Journal name,Group,Category,JIF Quartile
International Journal of Genomics,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF BIOSCIENCES,Biology & Biochemistry,BIOLOGY,Q2
Biointerphases,Biology & Biochemistry,BIOPHYSICS,Q3
BIOCATALYSIS AND BIOTRANSFORMATION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
MATHEMATICAL BIOSCIENCES,Biology & Biochemistry,BIOLOGY,Q2
JOURNAL OF CHEMICAL ECOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF MOLECULAR EVOLUTION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF PEPTIDE SCIENCE,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Journal of Nucleic Acids,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
CURRENT DRUG METABOLISM,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
AMERICAN JOURNAL OF HUMAN BIOLOGY,Biology & Biochemistry,BIOLOGY,Q2
CHRONOBIOLOGY INTERNATIONAL,Biology & Biochemistry,BIOLOGY,Q2
BIOMETRICS,Biology & Biochemistry,BIOLOGY,Q2
Biology Open,Biology & Biochemistry,BIOLOGY,Q2
JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,Biology & Biochemistry,BIOPHYSICS,Q3
BIOMEDICAL CHROMATOGRAPHY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Open Life Sciences,Biology & Biochemistry,BIOLOGY,Q2
Genes & Genomics,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
ACTA BIOCHIMICA POLONICA,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Journal of Biochemistry,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Peptide Science,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Peptide Science,Biology & Biochemistry,BIOPHYSICS,Q3
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
MicroRNA,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
BIOLOGIA,Biology & Biochemistry,BIOLOGY,Q3
BIOCHEMICAL GENETICS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
PHYSICAL BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
PHYSICAL BIOLOGY,Biology & Biochemistry,BIOPHYSICS,Q4
Biophysics and Physicobiology,Biology & Biochemistry,BIOPHYSICS,Q4
LIPIDS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Prion,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Indian Journal of Clinical Biochemistry,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
ELECTROMAGNETIC BIOLOGY AND MEDICINE,Biology & Biochemistry,BIOLOGY,Q3
ELECTROMAGNETIC BIOLOGY AND MEDICINE,Biology & Biochemistry,BIOPHYSICS,Q4
Multisensory Research,Biology & Biochemistry,BIOPHYSICS,Q4
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,Biology & Biochemistry,BIOLOGY,Q3
JOURNAL OF BIOLOGICAL SYSTEMS,Biology & Biochemistry,BIOLOGY,Q3
Biologia Futura,Biology & Biochemistry,BIOLOGY,Q3
MOLECULAR AND BIOCHEMICAL PARASITOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Journal of Medical Biochemistry,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,Biology & Biochemistry,BIOLOGY,Q3
MOLECULAR VISION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
HIGH ALTITUDE MEDICINE & BIOLOGY,Biology & Biochemistry,BIOPHYSICS,Q4
JOURNAL OF BIOLOGICAL EDUCATION,Biology & Biochemistry,BIOLOGY,Q3
BIOMECHANICS,Biology & Biochemistry,BIOPHYSICS,Q4
THEORY IN BIOSCIENCES,Biology & Biochemistry,BIOLOGY,Q3
Biophysica,Biology & Biochemistry,BIOPHYSICS,Q4
PROTEIN JOURNAL,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
CURRENT GENOMICS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Journal of Applied Glycoscience,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF ETHNOBIOLOGY,Biology & Biochemistry,BIOLOGY,Q3
ANNALS OF HUMAN BIOLOGY,Biology & Biochemistry,BIOLOGY,Q3
GENERAL PHYSIOLOGY AND BIOPHYSICS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
GENERAL PHYSIOLOGY AND BIOPHYSICS,Biology & Biochemistry,BIOPHYSICS,Q4
CHEMOECOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
GENETICS AND MOLECULAR BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Hormone Molecular Biology and Clinical Investigation,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,Biology & Biochemistry,BIOLOGY,Q3
BIOELECTROMAGNETICS,Biology & Biochemistry,BIOLOGY,Q3
BIOELECTROMAGNETICS,Biology & Biochemistry,BIOPHYSICS,Q4
PROTEIN EXPRESSION AND PURIFICATION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
EUROPEAN CYTOKINE NETWORK,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
GENES & GENETIC SYSTEMS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Reports of Biochemistry and Molecular Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Theoretical Biology Forum,Biology & Biochemistry,BIOLOGY,Q3
MOLECULAR BIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,Biology & Biochemistry,BIOLOGY,Q3
Acta Crystallographica Section F-Structural Biology Communications,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Acta Crystallographica Section F-Structural Biology Communications,Biology & Biochemistry,BIOPHYSICS,Q4
Journal of Basic and Applied Zoology,Biology & Biochemistry,BIOLOGY,Q3
Bio-protocol,Biology & Biochemistry,BIOLOGY,Q3
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,Biology & Biochemistry,BIOLOGY,Q3
Bioelectricity,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
PROTEIN AND PEPTIDE LETTERS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
AIMS Molecular Science,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
BIOCELL,Biology & Biochemistry,BIOLOGY,Q3
AIMS Biophysics,Biology & Biochemistry,BIOPHYSICS,Q4
International Journal of Astrobiology,Biology & Biochemistry,BIOLOGY,Q3
MAGNESIUM RESEARCH,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Molecular Biology Research Communications,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
HEMOGLOBIN,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
TRACE ELEMENTS AND ELECTROLYTES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
CRYOLETTERS,Biology & Biochemistry,BIOLOGY,Q3
TURKISH JOURNAL OF BIOLOGY,Biology & Biochemistry,BIOLOGY,Q3
BIOLOGICAL RHYTHM RESEARCH,Biology & Biochemistry,BIOLOGY,Q3
Tropical Life Sciences Research,Biology & Biochemistry,BIOLOGY,Q3
Aerospace Medicine and Human Performance,Biology & Biochemistry,BIOPHYSICS,Q4
PTERIDINES,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
PTERIDINES,Biology & Biochemistry,BIOPHYSICS,Q4
BIORHEOLOGY,Biology & Biochemistry,BIOPHYSICS,Q4
Advancements in Life Sciences,Biology & Biochemistry,BIOLOGY,Q3
Acta of Bioengineering and Biomechanics,Biology & Biochemistry,BIOPHYSICS,Q4
FOLIA BIOLOGICA-KRAKOW,Biology & Biochemistry,BIOLOGY,Q3
Archives of Biological Sciences,Biology & Biochemistry,BIOLOGY,Q3
Chem-Bio Informatics Journal,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Doklady Biochemistry and Biophysics,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Doklady Biochemistry and Biophysics,Biology & Biochemistry,BIOPHYSICS,Q4
Nusantara Bioscience,Biology & Biochemistry,BIOLOGY,Q4
Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
International Journal of Biology and Chemistry,Biology & Biochemistry,BIOLOGY,Q4
Journal of Biological Research-Thessaloniki,Biology & Biochemistry,BIOLOGY,Q4
JOURNAL OF THE HISTORY OF BIOLOGY,Biology & Biochemistry,BIOLOGY,Q4
Biomolecular NMR Assignments,Biology & Biochemistry,BIOPHYSICS,Q4
REVISTA DE BIOLOGIA TROPICAL,Biology & Biochemistry,BIOLOGY,Q4
Journal of Mechanics in Medicine and Biology,Biology & Biochemistry,BIOPHYSICS,Q4
COMPTES RENDUS BIOLOGIES,Biology & Biochemistry,BIOLOGY,Q4
FOLIA BIOLOGICA,Biology & Biochemistry,BIOLOGY,Q4
Bioscience Journal,Biology & Biochemistry,BIOLOGY,Q4
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,Biology & Biochemistry,BIOLOGY,Q4
Current Proteomics,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
BIOLOGY BULLETIN,Biology & Biochemistry,BIOLOGY,Q4
Regulatory Mechanisms in Biosystems,Biology & Biochemistry,BIOLOGY,Q4
Journal of Biological Research-Bollettino della Societa Italiana di Biologia Sperimentale,Biology & Biochemistry,BIOLOGY,Q4
NACC-Nova Acta Cientifica Compostelana Bioloxia,Biology & Biochemistry,BIOLOGY,Q4
Statistical Applications in Genetics and Molecular Biology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Biochemistry Moscow-Supplement Series B-Biomedical Chemistry,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
AMERICAN BIOLOGY TEACHER,Biology & Biochemistry,BIOLOGY,Q4
PERIODICUM BIOLOGORUM,Biology & Biochemistry,BIOLOGY,Q4
REVISTA PERUANA DE BIOLOGIA,Biology & Biochemistry,BIOLOGY,Q4
Advances in Human Biology,Biology & Biochemistry,BIOLOGY,Q4
Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya,Biology & Biochemistry,BIOLOGY,Q4
ZHURNAL OBSHCHEI BIOLOGII,Biology & Biochemistry,BIOLOGY,Q4
Molecular Genetics Microbiology and Virology,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
Palawan Scientist,Biology & Biochemistry,BIOLOGY,Q4
Revista Comunicacion,Biology & Biochemistry,BIOLOGY,Q4
Revista Bio Ciencias,Biology & Biochemistry,BIOLOGY,Q4
PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,Biology & Biochemistry,BIOPHYSICS,Q4
University of Toronto Journal of Undergraduate Life Sciences,Biology & Biochemistry,BIOLOGY,Q4
Bulletin de la Societe Linneenne de Lyon,Biology & Biochemistry,BIOLOGY,Q4
Ciencia Amazonica,Biology & Biochemistry,BIOLOGY,Q4
TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,Q4
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,Biology & Biochemistry,BIOCHEMISTRY & MOLECULAR BIOLOGY,N/A
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,Biology & Biochemistry,BIOPHYSICS,N/A
eLife,Biology & Biochemistry,BIOLOGY,N/A
NATURE REVIEWS DRUG DISCOVERY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
NATURE REVIEWS MOLECULAR CELL BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
Signal Transduction and Targeted Therapy,Biology & Biochemistry,CELL BIOLOGY,Q1
NATURE MEDICINE,Biology & Biochemistry,CELL BIOLOGY,Q1
CANCER CELL,Biology & Biochemistry,CELL BIOLOGY,Q1
CELL,Biology & Biochemistry,CELL BIOLOGY,Q1
NATURE BIOTECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Cell Metabolism,Biology & Biochemistry,CELL BIOLOGY,Q1
CELL RESEARCH,Biology & Biochemistry,CELL BIOLOGY,Q1
Cell Stem Cell,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
Cell Stem Cell,Biology & Biochemistry,CELL BIOLOGY,Q1
Nature Aging,Biology & Biochemistry,CELL BIOLOGY,Q1
NATURE CELL BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
TRENDS IN CELL BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
Annual Review of Entomology,Biology & Biochemistry,ENTOMOLOGY,Q1
Molecular Cell,Biology & Biochemistry,CELL BIOLOGY,Q1
CELL DEATH AND DIFFERENTIATION,Biology & Biochemistry,CELL BIOLOGY,Q1
Bone Research,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
TRENDS IN BIOTECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Science Translational Medicine,Biology & Biochemistry,CELL BIOLOGY,Q1
Journal of Extracellular Vesicles,Biology & Biochemistry,CELL BIOLOGY,Q1
Autophagy,Biology & Biochemistry,CELL BIOLOGY,Q1
TRENDS IN MOLECULAR MEDICINE,Biology & Biochemistry,CELL BIOLOGY,Q1
Protein & Cell,Biology & Biochemistry,CELL BIOLOGY,Q1
JOURNAL OF NANOBIOTECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Cell Discovery,Biology & Biochemistry,CELL BIOLOGY,Q1
BIOTECHNOLOGY ADVANCES,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
AGEING RESEARCH REVIEWS,Biology & Biochemistry,CELL BIOLOGY,Q1
JOURNAL OF BIOMEDICAL SCIENCE,Biology & Biochemistry,CELL BIOLOGY,Q1
MOLECULAR THERAPY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
CYTOKINE & GROWTH FACTOR REVIEWS,Biology & Biochemistry,CELL BIOLOGY,Q1
PLANT CELL,Biology & Biochemistry,CELL BIOLOGY,Q1
MEDICINAL RESEARCH REVIEWS,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
Annual Review of Cell and Developmental Biology,Biology & Biochemistry,CELL BIOLOGY,Q1
Annual Review of Cell and Developmental Biology,Biology & Biochemistry,DEVELOPMENTAL BIOLOGY,Q1
Cell Reports Medicine,Biology & Biochemistry,CELL BIOLOGY,Q1
NATURAL PRODUCT REPORTS,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
BIOSENSORS & BIOELECTRONICS,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
PLANT BIOTECHNOLOGY JOURNAL,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
CELLULAR & MOLECULAR BIOLOGY LETTERS,Biology & Biochemistry,CELL BIOLOGY,Q1
NATURE STRUCTURAL & MOLECULAR BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
Molecular Biomedicine,Biology & Biochemistry,CELL BIOLOGY,Q1
Cell Death & Disease,Biology & Biochemistry,CELL BIOLOGY,Q1
GENOME BIOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
npj Biofilms and Microbiomes,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Cell Genomics,Biology & Biochemistry,CELL BIOLOGY,Q1
BIORESOURCE TECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Chinese Herbal Medicines,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
Cell Communication and Signaling,Biology & Biochemistry,CELL BIOLOGY,Q1
Annual Review of Animal Biosciences,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
DEVELOPMENTAL CELL,Biology & Biochemistry,CELL BIOLOGY,Q1
DEVELOPMENTAL CELL,Biology & Biochemistry,DEVELOPMENTAL BIOLOGY,Q1
Cold Spring Harbor Perspectives in Biology,Biology & Biochemistry,CELL BIOLOGY,Q1
PHYTOMEDICINE,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
EMBO JOURNAL,Biology & Biochemistry,CELL BIOLOGY,Q1
APOPTOSIS,Biology & Biochemistry,CELL BIOLOGY,Q1
GENES & DEVELOPMENT,Biology & Biochemistry,CELL BIOLOGY,Q1
GENES & DEVELOPMENT,Biology & Biochemistry,DEVELOPMENTAL BIOLOGY,Q1
Cell Systems,Biology & Biochemistry,CELL BIOLOGY,Q1
CRITICAL REVIEWS IN BIOTECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Sensors and Actuators Reports,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
CURRENT BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
ARCHIVES OF PHARMACAL RESEARCH,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
ONCOGENE,Biology & Biochemistry,CELL BIOLOGY,Q1
Stem Cell Research & Therapy,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
Stem Cell Research & Therapy,Biology & Biochemistry,CELL BIOLOGY,Q1
AGING CELL,Biology & Biochemistry,CELL BIOLOGY,Q1
Environmental Technology & Innovation,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Journal of Tissue Engineering,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
CURRENT OPINION IN STRUCTURAL BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
Cell Death Discovery,Biology & Biochemistry,CELL BIOLOGY,Q1
CURRENT OPINION IN BIOTECHNOLOGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Cell Reports,Biology & Biochemistry,CELL BIOLOGY,Q1
Chemical Biology Letters,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
JOURNAL OF MEDICINAL CHEMISTRY,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
METABOLIC ENGINEERING,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Current Opinion in Chemical Engineering,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Science Signaling,Biology & Biochemistry,CELL BIOLOGY,Q1
Neural Regeneration Research,Biology & Biochemistry,CELL BIOLOGY,Q1
Antioxidants,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
npj Regenerative Medicine,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
Journal of Biological Engineering,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
MOLECULES AND CELLS,Biology & Biochemistry,CELL BIOLOGY,Q1
MOLECULAR MEDICINE,Biology & Biochemistry,CELL BIOLOGY,Q1
JOURNAL OF CELL BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q1
PHYTOTHERAPY RESEARCH,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
EMBO REPORTS,Biology & Biochemistry,CELL BIOLOGY,Q1
CELLULAR AND MOLECULAR LIFE SCIENCES,Biology & Biochemistry,CELL BIOLOGY,Q1
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,Biology & Biochemistry,DEVELOPMENTAL BIOLOGY,Q1
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
CELL BIOLOGY AND TOXICOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
Journal of Molecular Cell Biology,Biology & Biochemistry,CELL BIOLOGY,Q2
BIOMASS & BIOENERGY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Journal of Ginseng Research,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
CELL PROLIFERATION,Biology & Biochemistry,CELL BIOLOGY,Q2
GENOME RESEARCH,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
BIOINFORMATICS,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
JOURNAL OF ETHNOPHARMACOLOGY,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
Marine Drugs,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
INFLAMMATION RESEARCH,Biology & Biochemistry,CELL BIOLOGY,Q2
Journal of Chemical Information and Modeling,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
Cancer & Metabolism,Biology & Biochemistry,CELL BIOLOGY,Q2
Microbial Biotechnology,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Cells,Biology & Biochemistry,CELL BIOLOGY,Q2
Bone & Joint Research,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
MECHANISMS OF AGEING AND DEVELOPMENT,Biology & Biochemistry,CELL BIOLOGY,Q2
Drug Design Development and Therapy,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
Stem Cell Reports,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
Stem Cell Reports,Biology & Biochemistry,CELL BIOLOGY,Q2
Bioresources and Bioprocessing,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Journal of Structural Biology-X,Biology & Biochemistry,CELL BIOLOGY,Q2
aBIOTECH,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
CANCER GENE THERAPY,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
INFLAMMATION,Biology & Biochemistry,CELL BIOLOGY,Q2
Cellular and Molecular Bioengineering,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q1
Cellular and Molecular Bioengineering,Biology & Biochemistry,CELL BIOLOGY,Q2
SYSTEMATIC ENTOMOLOGY,Biology & Biochemistry,ENTOMOLOGY,Q1
New Biotechnology,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Stem Cells Translational Medicine,Biology & Biochemistry,CELL & TISSUE ENGINEERING,Q2
Microbial Cell Factories,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
Natural Products and Bioprospecting,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
Journal of Zhejiang University-SCIENCE B,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
HLA,Biology & Biochemistry,CELL BIOLOGY,Q2
Current Opinion in Insect Science,Biology & Biochemistry,ENTOMOLOGY,Q1
CELLULAR ONCOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
Pharmaceuticals,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q1
MATRIX BIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
Frontiers in Bioengineering and Biotechnology,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
CELLULAR AND MOLECULAR NEUROBIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
Wiley Interdisciplinary Reviews-RNA,Biology & Biochemistry,CELL BIOLOGY,Q2
Extracellular Vesicles and Circulating Nucleic Acids,Biology & Biochemistry,CELL BIOLOGY,Q2
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,Biology & Biochemistry,CELL BIOLOGY,Q2
Nucleic Acid Therapeutics,Biology & Biochemistry,"CHEMISTRY, MEDICINAL",Q2
MOLECULAR CANCER RESEARCH,Biology & Biochemistry,CELL BIOLOGY,Q2
BioDesign Research,Biology & Biochemistry,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Q1
